area_ha,hillslope,CT_t_ha1,MT_t_ha1,NT_t_ha1,grass_t_ha1,area_cum_ha,int,log_area_cum,log_int,erosion_ct_ton,sum_ct_erosion_ton,erosion_int
5.4,24,45.008,20.673,12.668,0.001,5.4,"[5.4,2.1e+03]",1.68639895357023,"[1.69,3.2]",243.0432,243.0432,"[243,7.99e+03]"
12.69,3,33.697,11.732,8.939,0.243,18.09,"[5.4,2.1e+03]",2.8953592994072,"[1.69,3.2]",427.61493,670.65813,"[243,7.99e+03]"
28.44,763,33.047,9.909,3.302,0.194,46.53,"[5.4,2.1e+03]",3.84009726585656,"(3.2,4.71]",939.85668,1610.51481,"[243,7.99e+03]"
25.11,606,29.979,7.246,0.58,0.228,71.64,"[5.4,2.1e+03]",4.27165357719251,"(3.2,4.71]",752.77269,2363.2875,"[243,7.99e+03]"
20.16,17,28.649,10.32,6.804,0.001,91.8,"[5.4,2.1e+03]",4.51961229762645,"(3.2,4.71]",577.56384,2940.85134,"[243,7.99e+03]"
10.08,18,27.164,8.321,5.729,0.124,101.88,"[5.4,2.1e+03]",4.62379565011126,"(3.2,4.71]",273.81312,3214.66446,"[243,7.99e+03]"
11.25,355,26.737,6.76,1.021,0.126,113.13,"[5.4,2.1e+03]",4.72853759993838,"(4.71,6.23]",300.79125,3515.45571,"[243,7.99e+03]"
13.77,734,26.135,7.926,2.557,0.201,126.9,"[5.4,2.1e+03]",4.84339937472034,"(4.71,6.23]",359.87895,3875.33466,"[243,7.99e+03]"
14.31,354,25.766,8.35,2.609,0.148,141.21,"[5.4,2.1e+03]",4.95024814408116,"(4.71,6.23]",368.71146,4244.04612,"[243,7.99e+03]"
10.17,617,25.07,6.843,0.758,0.689,151.38,"[5.4,2.1e+03]",5.01979323188102,"(4.71,6.23]",254.9619,4499.00802,"[243,7.99e+03]"
11.61,731,25.028,7.397,2.355,0.19,162.99,"[5.4,2.1e+03]",5.09368884923154,"(4.71,6.23]",290.57508,4789.5831,"[243,7.99e+03]"
10.53,768,24.288,6.359,1.577,0.021,173.52,"[5.4,2.1e+03]",5.15629286651862,"(4.71,6.23]",255.75264,5045.33574,"[243,7.99e+03]"
13.05,691,23.408,3.586,1.161,0.087,186.57,"[5.4,2.1e+03]",5.22880650378391,"(4.71,6.23]",305.4744,5350.81014,"[243,7.99e+03]"
14.67,718,22.477,4.526,1.432,0.027,201.24,"[5.4,2.1e+03]",5.30449822562312,"(4.71,6.23]",329.73759,5680.54773,"[243,7.99e+03]"
10.89,620,22.089,5.566,0.355,0.459,212.13,"[5.4,2.1e+03]",5.35719929428426,"(4.71,6.23]",240.54921,5921.09694,"[243,7.99e+03]"
13.5,84,21.827,8.939,2.547,0.45,225.63,"[5.4,2.1e+03]",5.41889648950642,"(4.71,6.23]",294.6645,6215.76144,"[243,7.99e+03]"
1.98,186,21.589,5.958,1.621,0.037,227.61,"[5.4,2.1e+03]",5.42763363801809,"(4.71,6.23]",42.74622,6258.50766,"[243,7.99e+03]"
10.89,369,21.394,5.603,2.087,0.056,238.5,"[5.4,2.1e+03]",5.4743693103284,"(4.71,6.23]",232.98066,6491.48832,"[243,7.99e+03]"
10.35,623,21.221,5.602,0.383,0.161,248.85,"[5.4,2.1e+03]",5.51685030530456,"(4.71,6.23]",219.63735,6711.12567,"[243,7.99e+03]"
11.07,39,21.201,8.053,2.093,0.499,259.92,"[5.4,2.1e+03]",5.56037389136085,"(4.71,6.23]",234.69507,6945.82074,"[243,7.99e+03]"
14.04,503,21.12,5.639,1.233,0.001,273.96,"[5.4,2.1e+03]",5.6129821103297,"(4.71,6.23]",296.5248,7242.34554,"[243,7.99e+03]"
10.17,334,20.825,5.774,2.148,0.001,284.13,"[5.4,2.1e+03]",5.64943187990612,"(4.71,6.23]",211.79025,7454.13579,"[243,7.99e+03]"
10.08,735,20.515,5.061,1.49,0.017,294.21,"[5.4,2.1e+03]",5.68429379807234,"(4.71,6.23]",206.7912,7660.92699,"[243,7.99e+03]"
7.47,4,20.455,8.281,6.107,0.001,301.68,"[5.4,2.1e+03]",5.7093668529501,"(4.71,6.23]",152.79885,7813.72584,"[243,7.99e+03]"
11.07,765,20.269,4.92,1.232,0.001,312.75,"[5.4,2.1e+03]",5.74540414934702,"(4.71,6.23]",224.37783,8038.10367,"(7.99e+03,1.57e+04]"
10.44,743,19.832,5.351,1.47,0.03,323.19,"[5.4,2.1e+03]",5.77824038557421,"(4.71,6.23]",207.04608,8245.14975,"(7.99e+03,1.57e+04]"
11.16,362,19.131,4.519,1.595,0.003,334.35,"[5.4,2.1e+03]",5.81218834849999,"(4.71,6.23]",213.50196,8458.65171,"(7.99e+03,1.57e+04]"
18.45,622,19.052,6.565,2.037,0.185,352.8,"[5.4,2.1e+03]",5.86590132413264,"(4.71,6.23]",351.5094,8810.16111,"(7.99e+03,1.57e+04]"
10.53,698,18.7,4.395,1.51,0.005,363.33,"[5.4,2.1e+03]",5.89531151220107,"(4.71,6.23]",196.911,9007.07211,"(7.99e+03,1.57e+04]"
1.98,6,18.532,6.487,2.828,0.001,365.31,"[5.4,2.1e+03]",5.90074630818703,"(4.71,6.23]",36.69336,9043.76547,"(7.99e+03,1.57e+04]"
9.99,525,17.954,4.358,1.617,0.034,375.3,"[5.4,2.1e+03]",5.92772570614098,"(4.71,6.23]",179.36046,9223.12593,"(7.99e+03,1.57e+04]"
12.6,365,17.716,3.11,0.194,0.304,387.9,"[5.4,2.1e+03]",5.96074757444592,"(4.71,6.23]",223.2216,9446.34753,"(7.99e+03,1.57e+04]"
10.98,43,17.569,5.392,1.71,0.197,398.88,"[5.4,2.1e+03]",5.98866061977525,"(4.71,6.23]",192.90762,9639.25515,"(7.99e+03,1.57e+04]"
10.17,47,17.517,4.677,1.477,0.502,409.05,"[5.4,2.1e+03]",6.01383739795971,"(4.71,6.23]",178.14789,9817.40304,"(7.99e+03,1.57e+04]"
26.46,621,16.91,3.554,0.882,0.001,435.51,"[5.4,2.1e+03]",6.07651775814145,"(4.71,6.23]",447.4386,10264.84164,"(7.99e+03,1.57e+04]"
1.17,11,16.852,6.61,3.032,0.001,436.68,"[5.4,2.1e+03]",6.07920066141207,"(4.71,6.23]",19.71684,10284.55848,"(7.99e+03,1.57e+04]"
11.7,92,16.821,4.873,1.2,0.074,448.38,"[5.4,2.1e+03]",6.10564108717025,"(4.71,6.23]",196.8057,10481.36418,"(7.99e+03,1.57e+04]"
13.14,367,16.651,3.53,0.147,0.001,461.52,"[5.4,2.1e+03]",6.13452538994863,"(4.71,6.23]",218.79414,10700.15832,"(7.99e+03,1.57e+04]"
10.35,759,16.62,2.891,0.34,0.001,471.87,"[5.4,2.1e+03]",6.15670352392066,"(4.71,6.23]",172.017,10872.17532,"(7.99e+03,1.57e+04]"
10.17,775,16.471,2.968,1.249,0.001,482.04,"[5.4,2.1e+03]",6.17802709815919,"(4.71,6.23]",167.51007,11039.68539,"(7.99e+03,1.57e+04]"
15.75,38,15.63,4.906,1.45,0.189,497.79,"[5.4,2.1e+03]",6.21017830134281,"(4.71,6.23]",246.1725,11285.85789,"(7.99e+03,1.57e+04]"
25.02,16,15.458,4.838,2.882,0.04,522.81,"[5.4,2.1e+03]",6.25921810934066,"(6.23,7.74]",386.75916,11672.61705,"(7.99e+03,1.57e+04]"
41.94,411,15.345,5.063,1.621,0.1,564.75,"[5.4,2.1e+03]",6.33638315534811,"(6.23,7.74]",643.5693,12316.18635,"(7.99e+03,1.57e+04]"
11.7,1045,15.187,4.422,1.416,0.099,576.45,"[5.4,2.1e+03]",6.35688860567896,"(6.23,7.74]",177.6879,12493.87425,"(7.99e+03,1.57e+04]"
10.53,506,15.162,3.408,1.062,0.001,586.98,"[5.4,2.1e+03]",6.37499074769739,"(6.23,7.74]",159.65586,12653.53011,"(7.99e+03,1.57e+04]"
11.61,764,15.114,2.674,0.266,0.001,598.59,"[5.4,2.1e+03]",6.39457688963255,"(6.23,7.74]",175.47354,12829.00365,"(7.99e+03,1.57e+04]"
10.17,13,14.729,4.333,3.02,0.002,608.76,"[5.4,2.1e+03]",6.4114241013666,"(6.23,7.74]",149.79393,12978.79758,"(7.99e+03,1.57e+04]"
9.99,680,14.553,1.925,0.469,0.001,618.75,"[5.4,2.1e+03]",6.4277013138829,"(6.23,7.74]",145.38447,13124.18205,"(7.99e+03,1.57e+04]"
11.61,300,14.515,3.843,1.486,0.009,630.36,"[5.4,2.1e+03]",6.44629108475387,"(6.23,7.74]",168.51915,13292.7012,"(7.99e+03,1.57e+04]"
12.33,615,14.355,2.585,0.933,0.001,642.69,"[5.4,2.1e+03]",6.46566249289724,"(6.23,7.74]",176.99715,13469.69835,"(7.99e+03,1.57e+04]"
8.73,200,14.25,3.482,0.507,0.027,651.42,"[5.4,2.1e+03]",6.47915459547182,"(6.23,7.74]",124.4025,13594.10085,"(7.99e+03,1.57e+04]"
12.24,530,14.246,2.413,0.894,0.001,663.66,"[5.4,2.1e+03]",6.49776997014222,"(6.23,7.74]",174.37104,13768.47189,"(7.99e+03,1.57e+04]"
11.25,44,13.953,3.874,1.131,0.088,674.91,"[5.4,2.1e+03]",6.51457934864952,"(6.23,7.74]",156.97125,13925.44314,"(7.99e+03,1.57e+04]"
19.17,1200,13.863,2.432,0.82,0.001,694.08,"[5.4,2.1e+03]",6.54258722763851,"(6.23,7.74]",265.75371,14191.19685,"(7.99e+03,1.57e+04]"
32.76,188,13.85,3.127,0.886,0.001,726.84,"[5.4,2.1e+03]",6.58870637078086,"(6.23,7.74]",453.726,14644.92285,"(7.99e+03,1.57e+04]"
14.67,336,13.662,2.789,0.167,0.154,741.51,"[5.4,2.1e+03]",6.60868864766372,"(6.23,7.74]",200.42154,14845.34439,"(7.99e+03,1.57e+04]"
5.04,627,13.033,2.017,0.434,0.001,746.55,"[5.4,2.1e+03]",6.61546259397267,"(6.23,7.74]",65.68632,14911.03071,"(7.99e+03,1.57e+04]"
11.61,82,12.955,2.434,0.52,0.001,758.16,"[5.4,2.1e+03]",6.63089444516194,"(6.23,7.74]",150.40755,15061.43826,"(7.99e+03,1.57e+04]"
5.85,608,12.609,2.348,0.833,0.001,764.01,"[5.4,2.1e+03]",6.6385808780861,"(6.23,7.74]",73.76265,15135.20091,"(7.99e+03,1.57e+04]"
13.95,105,12.579,3.698,0.855,0.197,777.96,"[5.4,2.1e+03]",6.65667510897491,"(6.23,7.74]",175.47705,15310.67796,"(7.99e+03,1.57e+04]"
10.53,351,12.543,1.818,0.205,0.001,788.49,"[5.4,2.1e+03]",6.67011972401449,"(6.23,7.74]",132.07779,15442.75575,"(7.99e+03,1.57e+04]"
7.74,144,12.396,2.055,0.689,0.025,796.23,"[5.4,2.1e+03]",6.67988808883151,"(6.23,7.74]",95.94504,15538.70079,"(7.99e+03,1.57e+04]"
8.82,776,12.396,3.037,1.048,0.001,805.05,"[5.4,2.1e+03]",6.69090438729095,"(6.23,7.74]",109.33272,15648.03351,"(7.99e+03,1.57e+04]"
18.63,26,12.36,3.856,1.593,0.001,823.68,"[5.4,2.1e+03]",6.71378210496771,"(6.23,7.74]",230.2668,15878.30031,"(1.57e+04,2.35e+04]"
10.62,337,12.114,1.41,0.044,0.001,834.3,"[5.4,2.1e+03]",6.72659304990803,"(6.23,7.74]",128.65068,16006.95099,"(1.57e+04,2.35e+04]"
18.9,243,12.052,1.983,0.697,0.001,853.2,"[5.4,2.1e+03]",6.7489939865972,"(6.23,7.74]",227.7828,16234.73379,"(1.57e+04,2.35e+04]"
7.38,95,11.84,3.329,0.813,0.035,860.58,"[5.4,2.1e+03]",6.75760658053418,"(6.23,7.74]",87.3792,16322.11299,"(1.57e+04,2.35e+04]"
10.62,45,11.825,2.995,1.034,0.324,871.2,"[5.4,2.1e+03]",6.76987157161875,"(6.23,7.74]",125.5815,16447.69449,"(1.57e+04,2.35e+04]"
7.56,101,11.554,3.377,0.662,0.13,878.76,"[5.4,2.1e+03]",6.77851182286098,"(6.23,7.74]",87.34824,16535.04273,"(1.57e+04,2.35e+04]"
0.54,21,11.535,3.411,1.648,0.001,879.3,"[5.4,2.1e+03]",6.77912613638496,"(6.23,7.74]",6.2289,16541.27163,"(1.57e+04,2.35e+04]"
15.84,701,11.379,1.893,0.868,0.001,895.14,"[5.4,2.1e+03]",6.79698013062281,"(6.23,7.74]",180.24336,16721.51499,"(1.57e+04,2.35e+04]"
13.77,473,11.351,1.34,0.4,0.001,908.91,"[5.4,2.1e+03]",6.81224607937469,"(6.23,7.74]",156.30327,16877.81826,"(1.57e+04,2.35e+04]"
10.26,1196,11.285,1.385,0.416,0.001,919.17,"[5.4,2.1e+03]",6.82347108892623,"(6.23,7.74]",115.7841,16993.60236,"(1.57e+04,2.35e+04]"
17.19,1183,10.979,1.535,0.483,0.014,936.36,"[5.4,2.1e+03]",6.84200001791667,"(6.23,7.74]",188.72901,17182.33137,"(1.57e+04,2.35e+04]"
4.41,34,10.875,1.776,0.007,0.001,940.77,"[5.4,2.1e+03]",6.84669868888084,"(6.23,7.74]",47.95875,17230.29012,"(1.57e+04,2.35e+04]"
10.89,338,10.764,2.361,0.699,0.001,951.66,"[5.4,2.1e+03]",6.85820782814352,"(6.23,7.74]",117.21996,17347.51008,"(1.57e+04,2.35e+04]"
8.01,195,10.273,2.607,0.352,0.001,959.67,"[5.4,2.1e+03]",6.86658947536631,"(6.23,7.74]",82.28673,17429.79681,"(1.57e+04,2.35e+04]"
31.68,729,10.204,2.237,0.767,0.001,991.35,"[5.4,2.1e+03]",6.89906765058457,"(6.23,7.74]",323.26272,17753.05953,"(1.57e+04,2.35e+04]"
11.7,1145,10.079,2.359,0.874,0.001,1003.05,"[5.4,2.1e+03]",6.9108006371681,"(6.23,7.74]",117.9243,17870.98383,"(1.57e+04,2.35e+04]"
2.61,205,9.938,2.426,0.517,0.001,1005.66,"[5.4,2.1e+03]",6.91339932136722,"(6.23,7.74]",25.93818,17896.92201,"(1.57e+04,2.35e+04]"
10.98,340,9.822,1.485,0.598,0.001,1016.64,"[5.4,2.1e+03]",6.92425835108115,"(6.23,7.74]",107.84556,18004.76757,"(1.57e+04,2.35e+04]"
13.95,100,9.746,2.934,1.039,0.001,1030.59,"[5.4,2.1e+03]",6.93788673276147,"(6.23,7.74]",135.9567,18140.72427,"(1.57e+04,2.35e+04]"
10.26,602,9.662,1.289,0.572,0.001,1040.85,"[5.4,2.1e+03]",6.94779296601367,"(6.23,7.74]",99.13212,18239.85639,"(1.57e+04,2.35e+04]"
10.26,1160,9.643,1.265,0.483,0.001,1051.11,"[5.4,2.1e+03]",6.95760202762669,"(6.23,7.74]",98.93718,18338.79357,"(1.57e+04,2.35e+04]"
36.72,410,9.56,1.045,0.376,0.001,1087.83,"[5.4,2.1e+03]",6.99194016520759,"(6.23,7.74]",351.0432,18689.83677,"(1.57e+04,2.35e+04]"
20.07,25,9.555,2.271,0.956,0.001,1107.9,"[5.4,2.1e+03]",7.01022161052663,"(6.23,7.74]",191.76885,18881.60562,"(1.57e+04,2.35e+04]"
1.35,19,9.529,2.79,1.206,0.001,1109.25,"[5.4,2.1e+03]",7.01143939025902,"(6.23,7.74]",12.86415,18894.46977,"(1.57e+04,2.35e+04]"
9.99,520,9.478,1.232,0.433,0.001,1119.24,"[5.4,2.1e+03]",7.02040516252677,"(6.23,7.74]",94.68522,18989.15499,"(1.57e+04,2.35e+04]"
10.71,702,9.425,1.286,0.151,0.001,1129.95,"[5.4,2.1e+03]",7.02992866293981,"(6.23,7.74]",100.94175,19090.09674,"(1.57e+04,2.35e+04]"
9.27,103,9.164,2.482,0.384,0.084,1139.22,"[5.4,2.1e+03]",7.03809909668338,"(6.23,7.74]",84.95028,19175.04702,"(1.57e+04,2.35e+04]"
6.3,46,8.944,1.468,0.287,0.001,1145.52,"[5.4,2.1e+03]",7.04361396136575,"(6.23,7.74]",56.3472,19231.39422,"(1.57e+04,2.35e+04]"
10.62,1139,8.889,1.223,0.319,0.001,1156.14,"[5.4,2.1e+03]",7.05284214916587,"(6.23,7.74]",94.40118,19325.7954,"(1.57e+04,2.35e+04]"
6.57,430,8.878,2.01,0.387,0.001,1162.71,"[5.4,2.1e+03]",7.05850876630843,"(6.23,7.74]",58.32846,19384.12386,"(1.57e+04,2.35e+04]"
10.17,1212,8.729,1.283,0.416,0.004,1172.88,"[5.4,2.1e+03]",7.06721754163001,"(6.23,7.74]",88.77393,19472.89779,"(1.57e+04,2.35e+04]"
9.99,1073,8.647,2.451,0.868,0.049,1182.87,"[5.4,2.1e+03]",7.07569896783014,"(6.23,7.74]",86.38353,19559.28132,"(1.57e+04,2.35e+04]"
10.53,563,8.566,1.272,0.595,0.001,1193.4,"[5.4,2.1e+03]",7.08456165508798,"(6.23,7.74]",90.19998,19649.4813,"(1.57e+04,2.35e+04]"
12.42,327,8.547,1.345,0.616,0.001,1205.82,"[5.4,2.1e+03]",7.09491511241634,"(6.23,7.74]",106.15374,19755.63504,"(1.57e+04,2.35e+04]"
10.26,552,8.542,1.516,0.588,0.001,1216.08,"[5.4,2.1e+03]",7.10338784983576,"(6.23,7.74]",87.64092,19843.27596,"(1.57e+04,2.35e+04]"
10.71,706,8.47,0.853,0.187,0.001,1226.79,"[5.4,2.1e+03]",7.11215628091897,"(6.23,7.74]",90.7137,19933.98966,"(1.57e+04,2.35e+04]"
17.46,612,8.416,1.209,0.076,0.001,1244.25,"[5.4,2.1e+03]",7.12628821773866,"(6.23,7.74]",146.94336,20080.93302,"(1.57e+04,2.35e+04]"
2.97,172,8.239,1.411,0.217,0.001,1247.22,"[5.4,2.1e+03]",7.12867235353546,"(6.23,7.74]",24.46983,20105.40285,"(1.57e+04,2.35e+04]"
18.72,295,8.002,1.522,0.585,0.001,1265.94,"[5.4,2.1e+03]",7.14357020821609,"(6.23,7.74]",149.79744,20255.20029,"(1.57e+04,2.35e+04]"
16.74,352,8,1.163,0.028,0.033,1282.68,"[5.4,2.1e+03]",7.15670691807386,"(6.23,7.74]",133.92,20389.12029,"(1.57e+04,2.35e+04]"
29.79,442,7.992,0.485,0.044,0.001,1312.47,"[5.4,2.1e+03]",7.17966613706169,"(6.23,7.74]",238.08168,20627.20197,"(1.57e+04,2.35e+04]"
14.94,90,7.99,0.868,0.18,0.002,1327.41,"[5.4,2.1e+03]",7.19098495420763,"(6.23,7.74]",119.3706,20746.57257,"(1.57e+04,2.35e+04]"
15.39,165,7.985,1.587,0.492,0.001,1342.8,"[5.4,2.1e+03]",7.20251226510588,"(6.23,7.74]",122.88915,20869.46172,"(1.57e+04,2.35e+04]"
13.95,713,7.955,1.482,0.568,0.003,1356.75,"[5.4,2.1e+03]",7.21284741294351,"(6.23,7.74]",110.97225,20980.43397,"(1.57e+04,2.35e+04]"
10.98,516,7.778,0.906,0.132,0.001,1367.73,"[5.4,2.1e+03]",7.22090771028173,"(6.23,7.74]",85.40244,21065.83641,"(1.57e+04,2.35e+04]"
12.51,398,7.576,0.571,0.103,0.001,1380.24,"[5.4,2.1e+03]",7.23001267607361,"(6.23,7.74]",94.77576,21160.61217,"(1.57e+04,2.35e+04]"
10.89,677,7.51,0.663,0.149,0.001,1391.13,"[5.4,2.1e+03]",7.23787164550045,"(6.23,7.74]",81.7839,21242.39607,"(1.57e+04,2.35e+04]"
5.4,280,7.505,0.769,0.072,0.001,1396.53,"[5.4,2.1e+03]",7.24174586743161,"(6.23,7.74]",40.527,21282.92307,"(1.57e+04,2.35e+04]"
8.1,397,7.474,1.512,0.48,0.001,1404.63,"[5.4,2.1e+03]",7.24752920189068,"(6.23,7.74]",60.5394,21343.46247,"(1.57e+04,2.35e+04]"
10.44,107,7.473,1.658,0.297,0.046,1415.07,"[5.4,2.1e+03]",7.2549342788184,"(6.23,7.74]",78.01812,21421.48059,"(1.57e+04,2.35e+04]"
33.3,332,7.441,0.445,0.003,0.001,1448.37,"[5.4,2.1e+03]",7.27819406516662,"(6.23,7.74]",247.7853,21669.26589,"(1.57e+04,2.35e+04]"
8.28,424,7.428,1.384,0.27,0.001,1456.65,"[5.4,2.1e+03]",7.28389455770847,"(6.23,7.74]",61.50384,21730.76973,"(1.57e+04,2.35e+04]"
15.75,518,7.353,1.054,0.415,0.001,1472.4,"[5.4,2.1e+03]",7.29464900150487,"(6.23,7.74]",115.80975,21846.57948,"(1.57e+04,2.35e+04]"
12.78,353,7.337,1.126,0.323,0.001,1485.18,"[5.4,2.1e+03]",7.30329125601242,"(6.23,7.74]",93.76686,21940.34634,"(1.57e+04,2.35e+04]"
12.87,752,7.287,0.646,0.02,0.001,1498.05,"[5.4,2.1e+03]",7.31191954135725,"(6.23,7.74]",93.78369,22034.13003,"(1.57e+04,2.35e+04]"
30.42,632,7.251,0.49,0.089,0.001,1528.47,"[5.4,2.1e+03]",7.3320225140529,"(6.23,7.74]",220.57542,22254.70545,"(1.57e+04,2.35e+04]"
10.35,8,7.248,1.804,0.967,0.001,1538.82,"[5.4,2.1e+03]",7.33877116793431,"(6.23,7.74]",75.0168,22329.72225,"(1.57e+04,2.35e+04]"
14.67,979,7.207,2.092,0.838,0.018,1553.49,"[5.4,2.1e+03]",7.34825929173482,"(6.23,7.74]",105.72669,22435.44894,"(1.57e+04,2.35e+04]"
14.4,166,7.152,2.904,0.893,0.055,1567.89,"[5.4,2.1e+03]",7.35748604538829,"(6.23,7.74]",102.9888,22538.43774,"(1.57e+04,2.35e+04]"
13.41,709,7.042,1.851,0.609,0.001,1581.3,"[5.4,2.1e+03]",7.36600257252927,"(6.23,7.74]",94.43322,22632.87096,"(1.57e+04,2.35e+04]"
9.54,641,7.02,0.578,0.082,0.001,1590.84,"[5.4,2.1e+03]",7.37201745759876,"(6.23,7.74]",66.9708,22699.84176,"(1.57e+04,2.35e+04]"
9.99,426,7.008,0.48,0.153,0.001,1600.83,"[5.4,2.1e+03]",7.37827752372361,"(6.23,7.74]",70.00992,22769.85168,"(1.57e+04,2.35e+04]"
10.26,373,6.987,1.184,0.532,0.001,1611.09,"[5.4,2.1e+03]",7.38466624753832,"(6.23,7.74]",71.68662,22841.5383,"(1.57e+04,2.35e+04]"
4.86,93,6.979,1.463,0.199,0.04,1615.95,"[5.4,2.1e+03]",7.38767829800831,"(6.23,7.74]",33.91794,22875.45624,"(1.57e+04,2.35e+04]"
11.52,548,6.949,0.822,0.357,0.001,1627.47,"[5.4,2.1e+03]",7.39478194073311,"(6.23,7.74]",80.05248,22955.50872,"(1.57e+04,2.35e+04]"
11.07,509,6.914,1.029,0.252,0.001,1638.54,"[5.4,2.1e+03]",7.40156088041336,"(6.23,7.74]",76.53798,23032.0467,"(1.57e+04,2.35e+04]"
19.8,724,6.822,0.732,0.195,0.001,1658.34,"[5.4,2.1e+03]",7.41357238101701,"(6.23,7.74]",135.0756,23167.1223,"(1.57e+04,2.35e+04]"
10.35,538,6.79,0.987,0.043,0.11,1668.69,"[5.4,2.1e+03]",7.41979416644598,"(6.23,7.74]",70.2765,23237.3988,"(1.57e+04,2.35e+04]"
21.24,1188,6.739,0.552,0.004,0.001,1689.93,"[5.4,2.1e+03]",7.43244238694094,"(6.23,7.74]",143.13636,23380.53516,"(1.57e+04,2.35e+04]"
2.97,121,6.672,1.459,0.285,0.001,1692.9,"[5.4,2.1e+03]",7.4341983136432,"(6.23,7.74]",19.81584,23400.351,"(1.57e+04,2.35e+04]"
32.67,1051,6.67,0.383,0.029,0.001,1725.57,"[5.4,2.1e+03]",7.45331270966652,"(6.23,7.74]",217.9089,23618.2599,"(2.35e+04,3.12e+04]"
4.23,454,6.634,0.437,0.003,0.001,1729.8,"[5.4,2.1e+03]",7.45576107387241,"(6.23,7.74]",28.06182,23646.32172,"(2.35e+04,3.12e+04]"
20.25,1,6.631,1.237,0.117,0.033,1750.05,"[5.4,2.1e+03]",7.46739963793798,"(6.23,7.74]",134.27775,23780.59947,"(2.35e+04,3.12e+04]"
38.7,633,6.576,1.131,0.54,0.001,1788.75,"[5.4,2.1e+03]",7.48927233087066,"(6.23,7.74]",254.4912,24035.09067,"(2.35e+04,3.12e+04]"
10.08,1215,6.566,0.978,0.371,0.013,1798.83,"[5.4,2.1e+03]",7.49489173254267,"(6.23,7.74]",66.18528,24101.27595,"(2.35e+04,3.12e+04]"
6.12,1142,6.472,0.397,0.002,0.001,1804.95,"[5.4,2.1e+03]",7.49828816955228,"(6.23,7.74]",39.60864,24140.88459,"(2.35e+04,3.12e+04]"
7.56,527,6.455,0.995,0.304,0.001,1812.51,"[5.4,2.1e+03]",7.50246790395499,"(6.23,7.74]",48.7998,24189.68439,"(2.35e+04,3.12e+04]"
10.53,559,6.444,0.964,0.503,0.001,1823.04,"[5.4,2.1e+03]",7.50826071629203,"(6.23,7.74]",67.85532,24257.53971,"(2.35e+04,3.12e+04]"
10.17,574,6.415,1.021,0.406,0.001,1833.21,"[5.4,2.1e+03]",7.51382380756227,"(6.23,7.74]",65.24055,24322.78026,"(2.35e+04,3.12e+04]"
10.17,196,6.315,0.921,0.26,0.001,1843.38,"[5.4,2.1e+03]",7.51935612198351,"(6.23,7.74]",64.22355,24387.00381,"(2.35e+04,3.12e+04]"
14.4,553,6.313,1.057,0.445,0.001,1857.78,"[5.4,2.1e+03]",7.52713750547401,"(6.23,7.74]",90.9072,24477.91101,"(2.35e+04,3.12e+04]"
10.26,319,6.312,0.266,0.002,0.001,1868.04,"[5.4,2.1e+03]",7.53264503183576,"(6.23,7.74]",64.76112,24542.67213,"(2.35e+04,3.12e+04]"
10.08,339,6.188,0.752,0.003,0.001,1878.12,"[5.4,2.1e+03]",7.53802655549041,"(6.23,7.74]",62.37504,24605.04717,"(2.35e+04,3.12e+04]"
7.2,301,6.16,0.427,0.024,0.001,1885.32,"[5.4,2.1e+03]",7.54185284674751,"(6.23,7.74]",44.352,24649.39917,"(2.35e+04,3.12e+04]"
8.46,1135,6.129,0.7,0.27,0.001,1893.78,"[5.4,2.1e+03]",7.54633011071636,"(6.23,7.74]",51.85134,24701.25051,"(2.35e+04,3.12e+04]"
13.05,85,6.129,0.424,0.03,0.001,1906.83,"[5.4,2.1e+03]",7.55319745637242,"(6.23,7.74]",79.98345,24781.23396,"(2.35e+04,3.12e+04]"
3.78,1187,6.096,0.482,0.002,0.001,1910.61,"[5.4,2.1e+03]",7.55517784178013,"(6.23,7.74]",23.04288,24804.27684,"(2.35e+04,3.12e+04]"
3.15,850,6.09,0.391,0.004,0.001,1913.76,"[5.4,2.1e+03]",7.55682517230116,"(6.23,7.74]",19.1835,24823.46034,"(2.35e+04,3.12e+04]"
17.73,523,5.991,0.618,0.126,0.001,1931.49,"[5.4,2.1e+03]",7.56604700476961,"(6.23,7.74]",106.22043,24929.68077,"(2.35e+04,3.12e+04]"
2.88,756,5.944,0.631,0.034,0.001,1934.37,"[5.4,2.1e+03]",7.5675369710554,"(6.23,7.74]",17.11872,24946.79949,"(2.35e+04,3.12e+04]"
19.62,753,5.938,0.519,0.033,0.001,1953.99,"[5.4,2.1e+03]",7.57762871488237,"(6.23,7.74]",116.50356,25063.30305,"(2.35e+04,3.12e+04]"
0.99,15,5.919,1.436,0.667,0.001,1954.98,"[5.4,2.1e+03]",7.57813524218811,"(6.23,7.74]",5.85981,25069.16286,"(2.35e+04,3.12e+04]"
12.51,1136,5.843,0.26,0.016,0.001,1967.49,"[5.4,2.1e+03]",7.58451389768652,"(6.23,7.74]",73.09593,25142.25879,"(2.35e+04,3.12e+04]"
7.47,211,5.827,1.09,0.326,0.001,1974.96,"[5.4,2.1e+03]",7.58830342396557,"(6.23,7.74]",43.52769,25185.78648,"(2.35e+04,3.12e+04]"
10.26,1110,5.784,0.262,0.02,0.001,1985.22,"[5.4,2.1e+03]",7.59348501821422,"(6.23,7.74]",59.34384,25245.13032,"(2.35e+04,3.12e+04]"
