area_ha,hillslope,CT_t_ha1,MT_t_ha1,NT_t_ha1,grass_t_ha1,area_cum_ha,int,log_area_cum,log_int,erosion_ct_ton,sum_ct_erosion_ton,erosion_int
7.65,9,5.75,1.414,0.656,0.001,1992.87,"[5.4,2.1e+03]",7.59733108978629,"(6.23,7.74]",43.9875,25289.11782,"(2.35e+04,3.12e+04]"
3.69,736,5.713,0.75,0.003,0.001,1996.56,"[5.4,2.1e+03]",7.59918097864374,"(6.23,7.74]",21.08097,25310.19879,"(2.35e+04,3.12e+04]"
25.2,524,5.672,1.181,0.411,0.041,2021.76,"[5.4,2.1e+03]",7.61172369817367,"(6.23,7.74]",142.9344,25453.13319,"(2.35e+04,3.12e+04]"
11.07,435,5.671,1.429,0.533,0.011,2032.83,"[5.4,2.1e+03]",7.61718418986636,"(6.23,7.74]",62.77797,25515.91116,"(2.35e+04,3.12e+04]"
9.99,607,5.572,0.901,0.447,0.001,2042.82,"[5.4,2.1e+03]",7.62208648520921,"(6.23,7.74]",55.66428,25571.57544,"(2.35e+04,3.12e+04]"
7.02,564,5.568,0.628,0.225,0.001,2049.84,"[5.4,2.1e+03]",7.625517020306,"(6.23,7.74]",39.08736,25610.6628,"(2.35e+04,3.12e+04]"
11.16,603,5.559,0.806,0.207,0.001,2061,"[5.4,2.1e+03]",7.63094658089046,"(6.23,7.74]",62.03844,25672.70124,"(2.35e+04,3.12e+04]"
5.31,98,5.549,0.496,0.028,0.001,2066.31,"[5.4,2.1e+03]",7.63351968682616,"(6.23,7.74]",29.46519,25702.16643,"(2.35e+04,3.12e+04]"
3.06,242,5.476,0.385,0.003,0.001,2069.37,"[5.4,2.1e+03]",7.63499949211013,"(6.23,7.74]",16.75656,25718.92299,"(2.35e+04,3.12e+04]"
23.13,294,5.475,0.321,0.029,0.001,2092.5,"[5.4,2.1e+03]",7.64611480236363,"(6.23,7.74]",126.63675,25845.55974,"(2.35e+04,3.12e+04]"
12.24,629,5.475,0.429,0.166,0.001,2104.74,"(2.1e+03,4.19e+03]",7.65194722304839,"(6.23,7.74]",67.014,25912.57374,"(2.35e+04,3.12e+04]"
10.71,104,5.402,0.34,0.011,0.001,2115.45,"(2.1e+03,4.19e+03]",7.65702283480636,"(6.23,7.74]",57.85542,25970.42916,"(2.35e+04,3.12e+04]"
19.26,728,5.389,0.893,0.285,0.005,2134.71,"(2.1e+03,4.19e+03]",7.66608608505507,"(6.23,7.74]",103.79214,26074.2213,"(2.35e+04,3.12e+04]"
12.15,512,5.382,0.546,0.078,0.001,2146.86,"(2.1e+03,4.19e+03]",7.67176158848674,"(6.23,7.74]",65.3913,26139.6126,"(2.35e+04,3.12e+04]"
3.42,772,5.359,0.656,0.014,0.012,2150.28,"(2.1e+03,4.19e+03]",7.67335334520033,"(6.23,7.74]",18.32778,26157.94038,"(2.35e+04,3.12e+04]"
5.49,314,5.32,0.614,0.167,0.001,2155.77,"(2.1e+03,4.19e+03]",7.67590324730302,"(6.23,7.74]",29.2068,26187.14718,"(2.35e+04,3.12e+04]"
24.84,7,5.25,0.89,0.357,0.002,2180.61,"(2.1e+03,4.19e+03]",7.68735993315556,"(6.23,7.74]",130.41,26317.55718,"(2.35e+04,3.12e+04]"
0.72,20,5.183,1.253,0.585,0.002,2181.33,"(2.1e+03,4.19e+03]",7.68769006149595,"(6.23,7.74]",3.73176,26321.28894,"(2.35e+04,3.12e+04]"
13.23,744,5.176,0.34,0.022,0.001,2194.56,"(2.1e+03,4.19e+03]",7.6937368498345,"(6.23,7.74]",68.47848,26389.76742,"(2.35e+04,3.12e+04]"
10.35,546,5.131,0.403,0.12,0.001,2204.91,"(2.1e+03,4.19e+03]",7.69844197072141,"(6.23,7.74]",53.10585,26442.87327,"(2.35e+04,3.12e+04]"
11.97,537,5.127,0.599,0.043,0.001,2216.88,"(2.1e+03,4.19e+03]",7.70385608095246,"(6.23,7.74]",61.37019,26504.24346,"(2.35e+04,3.12e+04]"
13.5,571,5.083,0.523,0.164,0.001,2230.38,"(2.1e+03,4.19e+03]",7.70992725352457,"(6.23,7.74]",68.6205,26572.86396,"(2.35e+04,3.12e+04]"
11.52,1059,5.079,0.237,0.048,0.001,2241.9,"(2.1e+03,4.19e+03]",7.71507899960435,"(6.23,7.74]",58.51008,26631.37404,"(2.35e+04,3.12e+04]"
14.76,1146,5.017,0.336,0.014,0.005,2256.66,"(2.1e+03,4.19e+03]",7.7216411230241,"(6.23,7.74]",74.05092,26705.42496,"(2.35e+04,3.12e+04]"
23.94,1204,4.949,0.386,0.018,0.007,2280.6,"(2.1e+03,4.19e+03]",7.73219384522326,"(6.23,7.74]",118.47906,26823.90402,"(2.35e+04,3.12e+04]"
22.59,802,4.949,0.419,0.061,0.001,2303.19,"(2.1e+03,4.19e+03]",7.7420503975032,"(7.74,9.26]",111.79791,26935.70193,"(2.35e+04,3.12e+04]"
25.38,481,4.937,0.689,0.339,0.001,2328.57,"(2.1e+03,4.19e+03]",7.75300962424242,"(7.74,9.26]",125.30106,27061.00299,"(2.35e+04,3.12e+04]"
18,246,4.93,0.33,0.064,0.001,2346.57,"(2.1e+03,4.19e+03]",7.7607099664537,"(7.74,9.26]",88.74,27149.74299,"(2.35e+04,3.12e+04]"
13.59,179,4.928,0.251,0.002,0.001,2360.16,"(2.1e+03,4.19e+03]",7.76648469233174,"(7.74,9.26]",66.97152,27216.71451,"(2.35e+04,3.12e+04]"
14.31,349,4.906,0.633,0.225,0.001,2374.47,"(2.1e+03,4.19e+03]",7.77252953367058,"(7.74,9.26]",70.20486,27286.91937,"(2.35e+04,3.12e+04]"
2.16,452,4.877,0.28,0.002,0.001,2376.63,"(2.1e+03,4.19e+03]",7.77343879685124,"(7.74,9.26]",10.53432,27297.45369,"(2.35e+04,3.12e+04]"
11.52,1044,4.834,0.724,0.378,0.001,2388.15,"(2.1e+03,4.19e+03]",7.77827428661012,"(7.74,9.26]",55.68768,27353.14137,"(2.35e+04,3.12e+04]"
3.06,177,4.82,0.774,0.183,0.001,2391.21,"(2.1e+03,4.19e+03]",7.77955479296165,"(7.74,9.26]",14.7492,27367.89057,"(2.35e+04,3.12e+04]"
17.73,1055,4.811,0.178,0.002,0.001,2408.94,"(2.1e+03,4.19e+03]",7.78694209570445,"(7.74,9.26]",85.29903,27453.1896,"(2.35e+04,3.12e+04]"
18.81,539,4.783,0.627,0.277,0.001,2427.75,"(2.1e+03,4.19e+03]",7.79472018147446,"(7.74,9.26]",89.96823,27543.15783,"(2.35e+04,3.12e+04]"
10.17,1176,4.774,0.639,0.297,0.001,2437.92,"(2.1e+03,4.19e+03]",7.79890049572104,"(7.74,9.26]",48.55158,27591.70941,"(2.35e+04,3.12e+04]"
9.54,306,4.763,0.484,0.156,0.001,2447.46,"(2.1e+03,4.19e+03]",7.80280603106376,"(7.74,9.26]",45.43902,27637.14843,"(2.35e+04,3.12e+04]"
9.9,89,4.76,0.674,0.029,0.001,2457.36,"(2.1e+03,4.19e+03]",7.80684288193467,"(7.74,9.26]",47.124,27684.27243,"(2.35e+04,3.12e+04]"
14.04,778,4.737,0.444,0.11,0.001,2471.4,"(2.1e+03,4.19e+03]",7.81254007067009,"(7.74,9.26]",66.50748,27750.77991,"(2.35e+04,3.12e+04]"
45,1201,4.731,0.236,0.002,0.001,2516.4,"(2.1e+03,4.19e+03]",7.83058458769587,"(7.74,9.26]",212.895,27963.67491,"(2.35e+04,3.12e+04]"
24.57,597,4.682,0.588,0.326,0.001,2540.97,"(2.1e+03,4.19e+03]",7.84030117687503,"(7.74,9.26]",115.03674,28078.71165,"(2.35e+04,3.12e+04]"
9.99,722,4.661,0.353,0.109,0.001,2550.96,"(2.1e+03,4.19e+03]",7.84422503789344,"(7.74,9.26]",46.56339,28125.27504,"(2.35e+04,3.12e+04]"
9.72,746,4.651,0.304,0.027,0.001,2560.68,"(2.1e+03,4.19e+03]",7.84802812720153,"(7.74,9.26]",45.20772,28170.48276,"(2.35e+04,3.12e+04]"
11.07,762,4.648,0.449,0.072,0.001,2571.75,"(2.1e+03,4.19e+03]",7.85234188001114,"(7.74,9.26]",51.45336,28221.93612,"(2.35e+04,3.12e+04]"
9.09,1199,4.536,0.45,0.012,0.004,2580.84,"(2.1e+03,4.19e+03]",7.85587020632089,"(7.74,9.26]",41.23224,28263.16836,"(2.35e+04,3.12e+04]"
3.24,1042,4.522,0.43,0.005,0.001,2584.08,"(2.1e+03,4.19e+03]",7.85712482417557,"(7.74,9.26]",14.65128,28277.81964,"(2.35e+04,3.12e+04]"
29.52,60,4.511,0.172,0.002,0.001,2613.6,"(2.1e+03,4.19e+03]",7.86848386028686,"(7.74,9.26]",133.16472,28410.98436,"(2.35e+04,3.12e+04]"
10.35,441,4.478,0.665,0.1,0.001,2623.95,"(2.1e+03,4.19e+03]",7.87243609500438,"(7.74,9.26]",46.3473,28457.33166,"(2.35e+04,3.12e+04]"
10.08,124,4.472,0.379,0.018,0.001,2634.03,"(2.1e+03,4.19e+03]",7.87627027176001,"(7.74,9.26]",45.07776,28502.40942,"(2.35e+04,3.12e+04]"
10.35,595,4.46,0.402,0.181,0.001,2644.38,"(2.1e+03,4.19e+03]",7.8801919122785,"(7.74,9.26]",46.161,28548.57042,"(2.35e+04,3.12e+04]"
30.06,1189,4.424,0.2,0.011,0.001,2674.44,"(2.1e+03,4.19e+03]",7.89149529161983,"(7.74,9.26]",132.98544,28681.55586,"(2.35e+04,3.12e+04]"
2.88,249,4.408,0.226,0.002,0.001,2677.32,"(2.1e+03,4.19e+03]",7.89257157317132,"(7.74,9.26]",12.69504,28694.2509,"(2.35e+04,3.12e+04]"
18.27,585,4.404,0.227,0.032,0.001,2695.59,"(2.1e+03,4.19e+03]",7.89937238331596,"(7.74,9.26]",80.46108,28774.71198,"(2.35e+04,3.12e+04]"
6.57,750,4.394,0.325,0.029,0.001,2702.16,"(2.1e+03,4.19e+03]",7.90180673216299,"(7.74,9.26]",28.86858,28803.58056,"(2.35e+04,3.12e+04]"
0.54,22,4.393,0.985,0.526,0.002,2702.7,"(2.1e+03,4.19e+03]",7.9020065523255,"(7.74,9.26]",2.37222,28805.95278,"(2.35e+04,3.12e+04]"
24.84,1205,4.362,0.765,0.24,0.001,2727.54,"(2.1e+03,4.19e+03]",7.91115538304424,"(7.74,9.26]",108.35208,28914.30486,"(2.35e+04,3.12e+04]"
23.4,485,4.358,0.164,0.002,0.001,2750.94,"(2.1e+03,4.19e+03]",7.91969795043591,"(7.74,9.26]",101.9772,29016.28206,"(2.35e+04,3.12e+04]"
2.52,147,4.327,0.567,0.146,0.001,2753.46,"(2.1e+03,4.19e+03]",7.92061358163134,"(7.74,9.26]",10.90404,29027.1861,"(2.35e+04,3.12e+04]"
18.18,244,4.316,0.257,0.028,0.001,2771.64,"(2.1e+03,4.19e+03]",7.92719448174607,"(7.74,9.26]",78.46488,29105.65098,"(2.35e+04,3.12e+04]"
10.08,686,4.298,0.206,0.072,0.001,2781.72,"(2.1e+03,4.19e+03]",7.9308247204016,"(7.74,9.26]",43.32384,29148.97482,"(2.35e+04,3.12e+04]"
11.25,304,4.29,0.194,0.002,0.001,2792.97,"(2.1e+03,4.19e+03]",7.93486082474893,"(7.74,9.26]",48.2625,29197.23732,"(2.35e+04,3.12e+04]"
16.47,217,4.289,0.27,0.002,0.002,2809.44,"(2.1e+03,4.19e+03]",7.94074045421102,"(7.74,9.26]",70.63983,29267.87715,"(2.35e+04,3.12e+04]"
29.25,53,4.263,0.428,0.003,0.001,2838.69,"(2.1e+03,4.19e+03]",7.95109795713299,"(7.74,9.26]",124.69275,29392.5699,"(2.35e+04,3.12e+04]"
13.41,1052,4.248,0.426,0.002,0.001,2852.1,"(2.1e+03,4.19e+03]",7.9558108440331,"(7.74,9.26]",56.96568,29449.53558,"(2.35e+04,3.12e+04]"
9.36,521,4.231,0.471,0.08,0.001,2861.46,"(2.1e+03,4.19e+03]",7.95908726306895,"(7.74,9.26]",39.60216,29489.13774,"(2.35e+04,3.12e+04]"
0.81,720,4.223,0.196,0.003,0.001,2862.27,"(2.1e+03,4.19e+03]",7.95937029528934,"(7.74,9.26]",3.42063,29492.55837,"(2.35e+04,3.12e+04]"
13.77,449,4.214,0.119,0.002,0.001,2876.04,"(2.1e+03,4.19e+03]",7.96416962695006,"(7.74,9.26]",58.02678,29550.58515,"(2.35e+04,3.12e+04]"
9.99,1032,4.182,0.691,0.316,0.001,2886.03,"(2.1e+03,4.19e+03]",7.96763713429018,"(7.74,9.26]",41.77818,29592.36333,"(2.35e+04,3.12e+04]"
9.18,1149,4.166,0.278,0.002,0.002,2895.21,"(2.1e+03,4.19e+03]",7.97081292623638,"(7.74,9.26]",38.24388,29630.60721,"(2.35e+04,3.12e+04]"
9.81,315,4.106,0.24,0.021,0.001,2905.02,"(2.1e+03,4.19e+03]",7.9741955539439,"(7.74,9.26]",40.27986,29670.88707,"(2.35e+04,3.12e+04]"
11.07,444,4.086,0.111,0.002,0.001,2916.09,"(2.1e+03,4.19e+03]",7.97799895684979,"(7.74,9.26]",45.23202,29716.11909,"(2.35e+04,3.12e+04]"
10.53,437,4.081,0.172,0.025,0.001,2926.62,"(2.1e+03,4.19e+03]",7.98160345250363,"(7.74,9.26]",42.97293,29759.09202,"(2.35e+04,3.12e+04]"
24.48,187,4.077,0.487,0.07,0.006,2951.1,"(2.1e+03,4.19e+03]",7.98993326118682,"(7.74,9.26]",99.80496,29858.89698,"(2.35e+04,3.12e+04]"
4.77,777,4.048,0.572,0.184,0.001,2955.87,"(2.1e+03,4.19e+03]",7.9915483027519,"(7.74,9.26]",19.30896,29878.20594,"(2.35e+04,3.12e+04]"
10.08,648,4.024,0.395,0.209,0.001,2965.95,"(2.1e+03,4.19e+03]",7.99495266483495,"(7.74,9.26]",40.56192,29918.76786,"(2.35e+04,3.12e+04]"
17.73,639,4.015,0.156,0.023,0.001,2983.68,"(2.1e+03,4.19e+03]",8.00091271696728,"(7.74,9.26]",71.18595,29989.95381,"(2.35e+04,3.12e+04]"
13.05,514,4.004,0.469,0.197,0.001,2996.73,"(2.1e+03,4.19e+03]",8.00527697316822,"(7.74,9.26]",52.2522,30042.20601,"(2.35e+04,3.12e+04]"
21.69,513,3.923,0.311,0.005,0.001,3018.42,"(2.1e+03,4.19e+03]",8.01248879465518,"(7.74,9.26]",85.08987,30127.29588,"(2.35e+04,3.12e+04]"
12.33,65,3.883,0.291,0.002,0.001,3030.75,"(2.1e+03,4.19e+03]",8.01656539262669,"(7.74,9.26]",47.87739,30175.17327,"(2.35e+04,3.12e+04]"
9.36,483,3.874,0.154,0.003,0.001,3040.11,"(2.1e+03,4.19e+03]",8.01964897795616,"(7.74,9.26]",36.26064,30211.43391,"(2.35e+04,3.12e+04]"
17.1,443,3.859,0.474,0.171,0.001,3057.21,"(2.1e+03,4.19e+03]",8.02525801433028,"(7.74,9.26]",65.9889,30277.42281,"(2.35e+04,3.12e+04]"
11.7,210,3.832,0.365,0.002,0.002,3068.91,"(2.1e+03,4.19e+03]",8.02907772867654,"(7.74,9.26]",44.8344,30322.25721,"(2.35e+04,3.12e+04]"
8.37,402,3.819,0.669,0.277,0.001,3077.28,"(2.1e+03,4.19e+03]",8.03180136890706,"(7.74,9.26]",31.96503,30354.22224,"(2.35e+04,3.12e+04]"
45.18,279,3.808,0.21,0.052,0.001,3122.46,"(2.1e+03,4.19e+03]",8.04637643166948,"(7.74,9.26]",172.04544,30526.26768,"(2.35e+04,3.12e+04]"
10.44,467,3.743,0.429,0.181,0.001,3132.9,"(2.1e+03,4.19e+03]",8.04971437215361,"(7.74,9.26]",39.07692,30565.3446,"(2.35e+04,3.12e+04]"
15.12,347,3.73,0.126,0.003,0.001,3148.02,"(2.1e+03,4.19e+03]",8.05452896275727,"(7.74,9.26]",56.3976,30621.7422,"(2.35e+04,3.12e+04]"
32.58,841,3.723,0.556,0.272,0.001,3180.6,"(2.1e+03,4.19e+03]",8.06482513722182,"(7.74,9.26]",121.29534,30743.03754,"(2.35e+04,3.12e+04]"
17.55,605,3.719,0.301,0.048,0.001,3198.15,"(2.1e+03,4.19e+03]",8.07032779660912,"(7.74,9.26]",65.26845,30808.30599,"(2.35e+04,3.12e+04]"
15.75,1081,3.718,0.347,0.153,0.001,3213.9,"(2.1e+03,4.19e+03]",8.07524043193662,"(7.74,9.26]",58.5585,30866.86449,"(2.35e+04,3.12e+04]"
10.26,1078,3.703,0.21,0.041,0.001,3224.16,"(2.1e+03,4.19e+03]",8.07842773018666,"(7.74,9.26]",37.99278,30904.85727,"(2.35e+04,3.12e+04]"
1.08,159,3.694,0.219,0.005,0.001,3225.24,"(2.1e+03,4.19e+03]",8.0787626450656,"(7.74,9.26]",3.98952,30908.84679,"(2.35e+04,3.12e+04]"
6.93,504,3.671,0.332,0.03,0.001,3232.17,"(2.1e+03,4.19e+03]",8.08090901726761,"(7.74,9.26]",25.44003,30934.28682,"(2.35e+04,3.12e+04]"
17.91,669,3.666,0.615,0.21,0.001,3250.08,"(2.1e+03,4.19e+03]",8.08643489040544,"(7.74,9.26]",65.65806,30999.94488,"(2.35e+04,3.12e+04]"
12.78,137,3.664,0.263,0.034,0.008,3262.86,"(2.1e+03,4.19e+03]",8.09035939037099,"(7.74,9.26]",46.82592,31046.7708,"(2.35e+04,3.12e+04]"
9.99,54,3.614,0.409,0.019,0.001,3272.85,"(2.1e+03,4.19e+03]",8.09341644393677,"(7.74,9.26]",36.10386,31082.87466,"(2.35e+04,3.12e+04]"
5.31,1037,3.613,0.438,0.048,0.001,3278.16,"(2.1e+03,4.19e+03]",8.09503756836275,"(7.74,9.26]",19.18503,31102.05969,"(2.35e+04,3.12e+04]"
10.08,183,3.573,0.311,0.045,0.001,3288.24,"(2.1e+03,4.19e+03]",8.09810774621296,"(7.74,9.26]",36.01584,31138.07553,"(2.35e+04,3.12e+04]"
7.11,827,3.571,0.262,0.003,0.001,3295.35,"(2.1e+03,4.19e+03]",8.1002676628433,"(7.74,9.26]",25.38981,31163.46534,"(2.35e+04,3.12e+04]"
11.52,440,3.549,0.161,0.002,0.001,3306.87,"(2.1e+03,4.19e+03]",8.10375740165574,"(7.74,9.26]",40.88448,31204.34982,"(2.35e+04,3.12e+04]"
3.42,1186,3.484,0.302,0.002,0.002,3310.29,"(2.1e+03,4.19e+03]",8.10479107782634,"(7.74,9.26]",11.91528,31216.2651,"(2.35e+04,3.12e+04]"
16.11,149,3.479,0.156,0.002,0.001,3326.4,"(2.1e+03,4.19e+03]",8.10964591710375,"(7.74,9.26]",56.04669,31272.31179,"(3.12e+04,3.9e+04]"
22.59,1114,3.431,0.146,0.002,0.001,3348.99,"(2.1e+03,4.19e+03]",8.11641408682379,"(7.74,9.26]",77.50629,31349.81808,"(3.12e+04,3.9e+04]"
10.08,1151,3.411,0.098,0.003,0.001,3359.07,"(2.1e+03,4.19e+03]",8.11941942893073,"(7.74,9.26]",34.38288,31384.20096,"(3.12e+04,3.9e+04]"
16.74,1103,3.409,0.187,0.002,0.001,3375.81,"(2.1e+03,4.19e+03]",8.12439057451124,"(7.74,9.26]",57.06666,31441.26762,"(3.12e+04,3.9e+04]"
4.05,1185,3.337,0.178,0.002,0.001,3379.86,"(2.1e+03,4.19e+03]",8.12558956750089,"(7.74,9.26]",13.51485,31454.78247,"(3.12e+04,3.9e+04]"
17.64,282,3.322,0.186,0.022,0.001,3397.5,"(2.1e+03,4.19e+03]",8.1307951460253,"(7.74,9.26]",58.60008,31513.38255,"(3.12e+04,3.9e+04]"
9.99,870,3.304,0.381,0.212,0.001,3407.49,"(2.1e+03,4.19e+03]",8.13373122886352,"(7.74,9.26]",33.00696,31546.38951,"(3.12e+04,3.9e+04]"
15.84,840,3.292,0.219,0.003,0.001,3423.33,"(2.1e+03,4.19e+03]",8.13836904054419,"(7.74,9.26]",52.14528,31598.53479,"(3.12e+04,3.9e+04]"
2.88,33,3.274,0.116,0.001,0.002,3426.21,"(2.1e+03,4.19e+03]",8.13920997297752,"(7.74,9.26]",9.42912,31607.96391,"(3.12e+04,3.9e+04]"
25.74,773,3.252,0.329,0.111,0.001,3451.95,"(2.1e+03,4.19e+03]",8.14669456774153,"(7.74,9.26]",83.70648,31691.67039,"(3.12e+04,3.9e+04]"
12.06,799,3.238,0.349,0.103,0.001,3464.01,"(2.1e+03,4.19e+03]",8.15018215651419,"(7.74,9.26]",39.05028,31730.72067,"(3.12e+04,3.9e+04]"
4.5,554,3.216,0.371,0.073,0.001,3468.51,"(2.1e+03,4.19e+03]",8.15148038591187,"(7.74,9.26]",14.472,31745.19267,"(3.12e+04,3.9e+04]"
5.85,247,3.193,0.181,0.002,0.001,3474.36,"(2.1e+03,4.19e+03]",8.15316556837515,"(7.74,9.26]",18.67905,31763.87172,"(3.12e+04,3.9e+04]"
12.24,975,3.177,0.517,0.006,0.001,3486.6,"(2.1e+03,4.19e+03]",8.15668232830912,"(7.74,9.26]",38.88648,31802.7582,"(3.12e+04,3.9e+04]"
6.66,322,3.176,0.139,0.003,0.001,3493.26,"(2.1e+03,4.19e+03]",8.15859067662017,"(7.74,9.26]",21.15216,31823.91036,"(3.12e+04,3.9e+04]"
21.33,218,3.173,0.112,0.002,0.001,3514.59,"(2.1e+03,4.19e+03]",8.1646781544827,"(7.74,9.26]",67.68009,31891.59045,"(3.12e+04,3.9e+04]"
3.42,716,3.172,0.14,0.018,0.001,3518.01,"(2.1e+03,4.19e+03]",8.16565076781763,"(7.74,9.26]",10.84824,31902.43869,"(3.12e+04,3.9e+04]"
10.08,168,3.158,0.317,0.081,0.001,3528.09,"(2.1e+03,4.19e+03]",8.16851192700538,"(7.74,9.26]",31.83264,31934.27133,"(3.12e+04,3.9e+04]"
10.44,265,3.146,0.07,0.002,0.001,3538.53,"(2.1e+03,4.19e+03]",8.17146666564862,"(7.74,9.26]",32.84424,31967.11557,"(3.12e+04,3.9e+04]"
19.35,786,3.146,0.451,0.24,0.001,3557.88,"(2.1e+03,4.19e+03]",8.1769201408442,"(7.74,9.26]",60.8751,32027.99067,"(3.12e+04,3.9e+04]"
10.53,640,3.113,0.313,0.128,0.001,3568.41,"(2.1e+03,4.19e+03]",8.17987539741212,"(7.74,9.26]",32.77989,32060.77056,"(3.12e+04,3.9e+04]"
7.29,891,3.098,0.23,0.003,0.001,3575.7,"(2.1e+03,4.19e+03]",8.18191624015677,"(7.74,9.26]",22.58442,32083.35498,"(3.12e+04,3.9e+04]"
12.24,1083,3.092,0.051,0.002,0.001,3587.94,"(2.1e+03,4.19e+03]",8.18533350063084,"(7.74,9.26]",37.84608,32121.20106,"(3.12e+04,3.9e+04]"
3.42,679,3.092,0.079,0.013,0.001,3591.36,"(2.1e+03,4.19e+03]",8.18628623982789,"(7.74,9.26]",10.57464,32131.7757,"(3.12e+04,3.9e+04]"
26.37,284,3.055,0.112,0.002,0.001,3617.73,"(2.1e+03,4.19e+03]",8.19360203630485,"(7.74,9.26]",80.56035,32212.33605,"(3.12e+04,3.9e+04]"
10.44,271,3.018,0.143,0.031,0.001,3628.17,"(2.1e+03,4.19e+03]",8.19648366791011,"(7.74,9.26]",31.50792,32243.84397,"(3.12e+04,3.9e+04]"
14.22,474,2.998,0.344,0.185,0.001,3642.39,"(2.1e+03,4.19e+03]",8.20039533857424,"(7.74,9.26]",42.63156,32286.47553,"(3.12e+04,3.9e+04]"
2.52,885,2.997,0.374,0.004,0.001,3644.91,"(2.1e+03,4.19e+03]",8.2010869527799,"(7.74,9.26]",7.55244,32294.02797,"(3.12e+04,3.9e+04]"
1.53,10,2.987,1.094,0.608,0.002,3646.44,"(2.1e+03,4.19e+03]",8.20150662815482,"(7.74,9.26]",4.57011,32298.59808,"(3.12e+04,3.9e+04]"
4.5,1158,2.982,0.257,0.002,0.002,3650.94,"(2.1e+03,4.19e+03]",8.20273994766686,"(7.74,9.26]",13.419,32312.01708,"(3.12e+04,3.9e+04]"
10.17,1056,2.975,0.236,0.103,0.001,3661.11,"(2.1e+03,4.19e+03]",8.20552165910425,"(7.74,9.26]",30.25575,32342.27283,"(3.12e+04,3.9e+04]"
17.64,348,2.965,0.449,0.169,0.001,3678.75,"(2.1e+03,4.19e+03]",8.21032829954768,"(7.74,9.26]",52.3026,32394.57543,"(3.12e+04,3.9e+04]"
5.58,770,2.954,0.236,0.129,0.001,3684.33,"(2.1e+03,4.19e+03]",8.21184396991069,"(7.74,9.26]",16.48332,32411.05875,"(3.12e+04,3.9e+04]"
10.71,578,2.948,0.227,0.134,0.001,3695.04,"(2.1e+03,4.19e+03]",8.21474665876349,"(7.74,9.26]",31.57308,32442.63183,"(3.12e+04,3.9e+04]"
5.31,302,2.944,0.394,0.138,0.001,3700.35,"(2.1e+03,4.19e+03]",8.21618268875312,"(7.74,9.26]",15.63264,32458.26447,"(3.12e+04,3.9e+04]"
10.26,1101,2.934,0.065,0.002,0.001,3710.61,"(2.1e+03,4.19e+03]",8.21895156257109,"(7.74,9.26]",30.10284,32488.36731,"(3.12e+04,3.9e+04]"
11.16,577,2.924,0.22,0.113,0.001,3721.77,"(2.1e+03,4.19e+03]",8.22195464055881,"(7.74,9.26]",32.63184,32520.99915,"(3.12e+04,3.9e+04]"
6.84,241,2.92,0.166,0.002,0.001,3728.61,"(2.1e+03,4.19e+03]",8.22379078902955,"(7.74,9.26]",19.9728,32540.97195,"(3.12e+04,3.9e+04]"
11.7,643,2.893,0.091,0.019,0.001,3740.31,"(2.1e+03,4.19e+03]",8.22692377467412,"(7.74,9.26]",33.8481,32574.82005,"(3.12e+04,3.9e+04]"
10.08,1157,2.861,0.151,0.028,0.001,3750.39,"(2.1e+03,4.19e+03]",8.22961511355683,"(7.74,9.26]",28.83888,32603.65893,"(3.12e+04,3.9e+04]"
10.71,583,2.86,0.068,0.002,0.001,3761.1,"(2.1e+03,4.19e+03]",8.23246674679009,"(7.74,9.26]",30.6306,32634.28953,"(3.12e+04,3.9e+04]"
2.43,550,2.847,0.112,0.003,0.001,3763.53,"(2.1e+03,4.19e+03]",8.23311262574612,"(7.74,9.26]",6.91821,32641.20774,"(3.12e+04,3.9e+04]"
10.35,275,2.846,0.144,0.002,0.001,3773.88,"(2.1e+03,4.19e+03]",8.23585892892059,"(7.74,9.26]",29.4561,32670.66384,"(3.12e+04,3.9e+04]"
11.16,1124,2.832,0.147,0.002,0.001,3785.04,"(2.1e+03,4.19e+03]",8.23881173384741,"(7.74,9.26]",31.60512,32702.26896,"(3.12e+04,3.9e+04]"
7.92,401,2.808,0.119,0.002,0.001,3792.96,"(2.1e+03,4.19e+03]",8.24090199589114,"(7.74,9.26]",22.23936,32724.50832,"(3.12e+04,3.9e+04]"
10.26,836,2.806,0.364,0.213,0.001,3803.22,"(2.1e+03,4.19e+03]",8.24360335532159,"(7.74,9.26]",28.78956,32753.29788,"(3.12e+04,3.9e+04]"
10.26,1005,2.797,0.797,0.403,0.001,3813.48,"(2.1e+03,4.19e+03]",8.24629743706452,"(7.74,9.26]",28.69722,32781.9951,"(3.12e+04,3.9e+04]"
14.94,392,2.783,0.303,0.166,0.001,3828.42,"(2.1e+03,4.19e+03]",8.25020746442262,"(7.74,9.26]",41.57802,32823.57312,"(3.12e+04,3.9e+04]"
9.99,470,2.778,0.259,0.134,0.001,3838.41,"(2.1e+03,4.19e+03]",8.25281349733423,"(7.74,9.26]",27.75222,32851.32534,"(3.12e+04,3.9e+04]"
13.86,1098,2.772,0.039,0.002,0.001,3852.27,"(2.1e+03,4.19e+03]",8.25641786391953,"(7.74,9.26]",38.41992,32889.74526,"(3.12e+04,3.9e+04]"
6.75,959,2.729,0.408,0.006,0.001,3859.02,"(2.1e+03,4.19e+03]",8.25816854421401,"(7.74,9.26]",18.42075,32908.16601,"(3.12e+04,3.9e+04]"
